"uniqueid","date","variable","parameter","unit","level","leaf.area.missing","tree","HHMMSS","Obs","YYYYMMDD","DOY","EBal.","Area","StmRat","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","n","FTime","CsMchSD","HsMchSD","CrMchSD","HrMchSD","BLC_1","fda","Photo","Trans","Tair_K","Twall_K","R.W.m2.","Tl.Ta","CTleaf","SVTleaf","h2o_i","h2odiff","CTair","SVTair","CndTotal","vp_kPa","VpdA","BLCond","Cond","CndCO2","Ci","Ci_Pa","Ci.Ca","RHsfc","C2sfc","AHs.Cs","Trmmol","VpdL","Site","Date","Time","Initials","Taxon","Notes","Plot","DatePhoto","Tag","TimeStart","index","DateSampled","DateMeasured","Treatment","Chamber","curveID","Campaign","chamber_leaf_area"
"rcup2",NA,"Coolers:","Tblock","C",43,FALSE,NA,"12:01:40",100.5,NA,NA,0,6,1,40.806,35.469,43.01,400.122,386.349,31.9417,38.3682,30.25,36.337,499.83,1499,275,73.3,0.839,-0.089,0.7,-0.22,2.74,1,0,0.16,111115,15,2903.25,NA,NA,NA,NA,1.42,0.83305,9.32271689056608,0.00556719924601561,308.619,313.956,239.84,0.743715602033133,35.469,5.79673563937886,79.0823416013487,40.7141416013487,38.1375,6.707045482987,0.128708698534107,2.81238906,3.894656422987,2.84,0.13481867807599,0.0809704384870949,249.357623905577,18.2779138322788,0.645421234488223,47.7835703469738,381.917426830189,0.0116640849529699,5.56719924601561,2.98434657937886,"Road","2015-06-26",NA,NA,"Veratrum californicum",NA,NA,NA,NA,"1899-12-31 10:10:00",NA,NA,NA,NA,NA,316,"RMBL_2015",6
"abasa1",NA,"Coolers:","Tblock","C",47.3,FALSE,NA,"11:55:49",130.5,NA,NA,0,6,1,44.81,36.727,47.305,400.13,370.582,31.4737,44.4495,25.11,35.463,499.93,1501,227.7,76.13,-0.348,-0.184,1,-0.22,2.74,1,0,0.16,111115,15,3187.3,NA,NA,NA,NA,1.42,0.833216666666666,20.4269058155029,0.0113145806973784,309.877,317.96,240.16,-1.76021467002317,36.727,6.21153496482718,81.5911593961275,37.1416593961275,40.7685,7.72349665142522,0.285435132396185,3.383940435,4.33955621642522,2.84,0.317328338850002,0.181012157724416,238.69171783479,18.1716004787626,0.64409958612365,56.2994793998807,360.872027165166,0.0318679328512449,11.3145806973784,2.82759452982718,"Almont","2015-06-22",NA,NA,"Balsamorhiza sagittata",NA,NA,NA,NA,"1899-12-31 09:35:00",NA,NA,NA,NA,NA,158,"RMBL_2015",6
"abasa3",NA,"Coolers:","Tblock","C",41,FALSE,NA,"13:19:59",70.5,NA,NA,0,6,1,39.609,35.143,41.036,400.826,376.037,23.9764,34.2801,25.129,35.93,499.9,1499,200,76.095,-0.183,0.193,1,-0.22,2.74,1,0,0.16,111115,15,1873.75,NA,NA,NA,NA,1.42,0.833166666666666,17.3106139637905,0.00888942999425663,308.293,312.759,239.84,-1.10443856109882,35.143,5.69325548111029,74.8177374771059,40.5376374771058,37.376,6.43543357268488,0.20732650928705,2.608544159,3.82688941368488,2.84,0.223653753934116,0.130953303307268,223.498945380668,17.0071510230476,0.59435363083628,46.875683281515,367.808363080593,0.0220617085993618,8.88942999425663,3.08471132211029,"Almont","2015-06-22",NA,NA,"Balsamorhiza sagittata",NA,NA,NA,NA,"1899-12-31 11:53:00",NA,NA,NA,NA,NA,160,"RMBL_2015",6
"as6",NA,"Coolers:","Tblock","C",43,FALSE,NA,"14:15:45",70.5,NA,NA,0,6,1,41.65,38.731,42.98,400.15,399.649,35.7662,36.0548,33.6,33.871,499.91,1500,219.3,76.03,2.08,0.25,1,-0.22,2.74,1,0,0.16,111115,15,1575.4,NA,NA,NA,NA,1.42,9.32538962578824,3.55620770748886,0.00279197149667978,311.881,314.8,240,1.80770394552617,38.731,6.92557910121137,91.0900841932312,55.0352841932312,40.1905,7.48943699050394,0.0475055648890502,2.741246444,4.74819054650394,2.84,0.0483137317981351,0.0297625443163606,249.734635913977,18.9873243685397,0.624885356023683,36.5590225858653,397.95854915313,0.00326746875477292,2.79197149667978,4.18433265721137,"Almont","2015-06-22",NA,NA,"Artemisia tridentata",NA,NA,NA,NA,"1899-12-31 12:45:00",NA,NA,NA,NA,NA,168,"RMBL_2015",0.536074116
"062416-stm-shrub1",NA,"Coolers:","Tblock","C",50,FALSE,NA,"17:04:35",160.5,NA,NA,0,6,1,46.978,39.497,49.71,400.073,390.62,11.3254,17.1332,7.741,11.71,200.17,1700,15,72.91,0.188,-0.0498,1,-0.22,2.74,1,0,0.16,111115,15,9227.85,NA,NA,NA,NA,1.42,0.699650471862985,4.99886804541567,0.00413426369876443,312.647,320.128,272,2.22605339377934,39.497,7.21674144075471,98.9815037821247,81.8483037821247,43.2375,8.79612384668022,0.0475788129524361,1.249181612,7.54694223468022,2.84,0.0483894896233412,0.0298085450028885,183.131527671219,13.3521196825086,0.468822730948992,13.6835242853035,388.243777513623,0.00176182893953905,4.13426369876443,5.96755982875471,"CBT","2016-06-24",NA,NA,"CBT shrub","good",NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"RMBL_2016",2.861
"as5",NA,"Coolers:","Tblock","C",47.11,FALSE,NA,"01:19:58",85.5,21060206,1,0,6,1,45.07,37.568,47.137,399.808,394.681,42.5114,45.0243,33.494,35.474,499.9,1500,0,76.23,0.36,-0.0607,1,-0.22,2.74,1,0,0.16,111115,15,NA,NA,NA,NA,NA,1.42,5.86906244261073,23.9953446881556,0.0154437092491975,310.718,318.22,240,-3.96346182007977,37.568,6.50299956355837,85.3076159459317,40.2833159459317,41.319,7.95228631003124,0.358394363246922,3.432202389,4.52008392103124,2.84,0.410153870966414,0.228134977391819,267.100660832397,20.3610833752536,0.676750499401243,55.8615298404899,383.274762208095,0.0349729115983082,15.4437092491975,3.07079717455837,"Almont","2015-06-18",NA,NA,"Artemisia tridentata",NA,NA,NA,NA,"1899-12-31 12:45:00",NA,NA,NA,NA,NA,167,"RMBL_2015",0.851754441
"rvaoc1",NA,"Coolers:","Tblock","C",37,FALSE,NA,"12:12:49",85.5,NA,NA,0,6,1,35.78,37.103,36.96,400.213,377.692,21.1467,30.0476,26.29,37.355,499.91,1501,19,73.31,-1.48,-0.0542,0.54,-0.22,2.74,1,0,0.16,111115,15,3693.25,NA,NA,NA,NA,1.42,0.833183333333333,15.8763652835711,0.00764583104993449,310.253,308.93,240.16,-1.32707010656572,37.103,6.3404116372157,86.4876774957809,56.4400774957809,36.4415,6.11520286858207,0.127576903656831,2.202789556,3.91241331258207,2.84,0.133578100498337,0.0802538567527883,154.502250238415,11.3265599649782,0.409069940568665,33.8172015858243,370.145136220838,0.0145052802510073,7.64583104993449,4.1376220812157,"Road","2015-06-25",NA,NA,"Valeriana occidentalis","not yet bolted/flowering. This is the ""ground"" leaf morphology before bolting with flower appearance. Entire chamber area filled.  *Measured right before LICOR went bad*",NA,NA,NA,"1899-12-31 10:06:00",NA,NA,NA,NA,NA,323,"RMBL_2015",6
"abasa2",NA,"Coolers:","Tblock","C",43,FALSE,NA,"12:42:37",85.5,NA,NA,0,6,1,41.044,36.078,42.99,399.77,381.835,29.4441,36.0305,28.595,34.99,499.87,1500,242,76.11,-0.835,0.0475,0.94,-0.22,2.74,1,0,0.16,111115,15,2606.25,NA,NA,NA,NA,1.42,0.833116666666667,12.7684140865317,0.00569233755492917,309.228,314.194,240,0.627373782008976,36.078,5.99443254093677,78.7601174738768,42.7296174738768,38.561,6.86236088776704,0.125571573679559,2.742281355,4.12007953276704,2.84,0.131380613696976,0.0789842540510897,199.238473933414,15.1640402510721,0.521792079192019,44.9885542145315,375.765507388444,0.0152869919899537,5.69233755492917,3.25215118593677,"Almont","2015-06-22",NA,NA,"Balsamorhiza sagittata",NA,NA,NA,NA,"1899-12-31 10:55:00",NA,NA,NA,NA,NA,159,"RMBL_2015",6
"as5",NA,"Coolers:","Tblock","C",44,FALSE,NA,"01:10:30",70.5,21060206,1,0,6,1,42.099,35.795,44.02,399.983,394.357,37.0605,39.3181,34.097,36.174,499.92,1500,0,76.24,0.908,0.0155,1,-0.22,2.74,1,0,0.16,111115,15,NA,NA,NA,NA,NA,1.42,5.86929725207033,27.5813725808961,0.0137928339584823,308.945,315.249,240,-3.33361983448094,35.795,5.90184751060855,77.411431146492,38.093331146492,38.947,7.00663154301524,0.340947818129865,2.997611944,4.00901959901524,2.84,0.38746374161594,0.216834410002008,246.764610602642,18.8133339123454,0.625739001307522,54.0148086838488,381.246136273166,0.0390771451496999,13.7928339584823,2.90423556660855,"Almont","2015-06-18",NA,NA,"Artemisia tridentata",NA,NA,NA,NA,"1899-12-31 12:45:00",NA,NA,NA,NA,NA,167,"RMBL_2015",0.851754441
"062416-stm-shrub1",NA,"Coolers:","Tblock","C",45,FALSE,NA,"16:52:23",145.5,NA,NA,0,6,1,42.62,36.656,44.97,399.449,386.076,11.5335,18.0754,9.873,15.476,200.14,1699,11,72.91,-0.73,-0.052,1,-0.22,2.74,1,0,0.16,111115,15,8495.95,NA,NA,NA,NA,1.42,0.69954561342188,7.55567754415903,0.00466059946158392,309.806,315.77,271.84,1.68950662816942,36.656,6.18746060669723,84.8643616334828,66.7889616334828,39.638,7.27147643872211,0.0661894868259441,1.317877414,5.95359902472211,2.84,0.0677689223725021,0.0415074903610161,172.674898809024,12.589726872166,0.447256199291909,18.9624115810267,382.484392716685,0.00374587938175043,4.66059946158392,4.86958319269723,"CBT","2016-06-24",NA,NA,"CBT shrub","good",NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"RMBL_2016",2.861
"062816-stm-vaoc8",NA,"Coolers:","Tblock","C",45,FALSE,NA,"20:13:09",155.5,NA,NA,0,6,1,42.584,36.413,44.971,400.315,391.124,27.535,31.9775,23.726,27.553,499.9,1700.8,5,73.24,4.99,-0.418,1,-0.22,2.74,1,0,0.16,111115,15,3925.25,NA,NA,NA,NA,1.42,0.833166666666666,6.16212792081805,0.00382361250028505,309.563,315.734,272.128,2.15436707826741,36.413,6.10565843898871,83.3650797240403,51.3875797240403,39.4985,7.21731995490801,0.0701162007421286,2.3420321,4.87528785490801,2.84,0.0718911102420887,0.0439787069212308,224.254698204096,16.424414096468,0.573359006486776,36.2008709468758,388.194819474259,0.00574645386883754,3.82361250028505,3.76362633898871,"CBT","2016-06-28",NA,NA,"Valerium","ok; 4th point has temp ~0.5-1 C lower due to weirdness in temp time series",NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"RMBL_2016",6
"062216-stm-bro1",NA,"Coolers:","Tblock","C",50,FALSE,NA,"18:18:06",168.5,NA,NA,0,6,1,46.47,35.8,49.78,400.321,386.385,13.1328,22.1578,9.231,15.58,200.15,1700,2.1,73.07,15.2,-0.34,1,-0.22,2.74,1,0,0.16,111115,15,6454.9,NA,NA,NA,NA,1.42,0.87978021978022,9.12317381955354,0.00811993663792709,308.95,319.62,272,0.661496001549247,35.8,5.90350582599888,80.79247058983,58.63467058983,41.135,7.87518134650163,0.131358294972542,1.619070446,6.25611090050163,2.84,0.137728813238971,0.0826484653311857,244.986709069217,17.9011788316877,0.634048118895797,27.026333236619,382.048280050564,0.00645413068847857,8.11993663792709,4.28443537999888,"CBT","2016-06-23",NA,NA,"Bromus","good",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"RMBL_2016",2.275
"063016-stm-lup1",NA,"Coolers:","Tblock","C",50,FALSE,NA,"15:10:19",175.5,NA,NA,0,6,1,46.406,36.908,49.86,400.664,388.696,15.1066,21.2736,10.65,14.999,200.03,1699.2,6,73.04,4.58,-0.301,1,-0.22,2.74,1,0,0.16,111115,15,4316.75,NA,NA,NA,NA,1.42,0.598175837320574,5.69392129403725,0.00376913341865443,310.058,319.556,271.872,2.71893627694821,36.908,6.27328846195661,85.8883962480369,64.6147962480369,41.657,8.09564991655208,0.0552068435816089,1.553823744,6.54182617255208,2.84,0.0563012885813624,0.0346009650331347,192.4832251939,14.0589747681624,0.495202334494217,22.0549383870145,385.989382483468,0.00325343465130935,3.76913341865443,4.71946471795661,"Road","2016-06-29",NA,NA,"Lupinus","ok; plant was wilted, but had high photosynthesis",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"RMBL_2016",3.344
"rvaoc1",NA,"Coolers:","Tblock","C",42,FALSE,NA,"12:31:32",115.5,NA,NA,0,6,1,40.45,36.488,42.04,400.123,377.786,26.8414,37.7544,25.91,36.446,499.93,1500,38,73.29,-0.0981,-0.166,0.73,-0.22,2.74,1,0,0.16,111115,30,4816.75,NA,NA,NA,NA,1.42,0.833216666666666,15.0416110113404,0.00944967861314885,309.638,313.6,240,-1.45796753843425,36.488,6.13080372871444,83.6512993411712,45.8968993411712,38.469,6.82835757287831,0.193397571338142,2.767019976,4.06133759687831,2.84,0.207532639351689,0.122068621967989,230.976780312201,16.9282882290812,0.611396397344432,45.5649172999913,370.635938427708,0.0184916513783325,9.44967861314885,3.36378375271444,"Road","2015-06-25",NA,NA,"Valeriana occidentalis","not yet bolted/flowering. This is the ""ground"" leaf morphology before bolting with flower appearance. Entire chamber area filled.  *Measured right before LICOR went bad*",NA,NA,NA,"1899-12-31 10:06:00",NA,NA,NA,NA,NA,323,"RMBL_2015",6
"as4",NA,"Coolers:","Tblock","C",47,FALSE,NA,"00:29:49",85.5,21060206,1,0,6,1,45.101,39.347,47.006,399.964,396.461,43.8017,45.3284,34.477,35.68,499.98,1500.4,0,76.27,1.6,0.000634,0.79,-0.22,2.74,1,0,0.16,111115,15,NA,NA,NA,NA,NA,1.42,5.2826902945695,15.1559426312188,0.00844802109349911,312.497,318.251,240.064,-0.635160205473157,39.347,7.15890534160119,93.862663453536,48.534263453536,42.224,8.34117285329991,0.161951537111893,3.457197068,4.88397578529991,2.84,0.171746112596417,0.102056363105364,222.326356736157,16.9568312282667,0.560776668810337,47.5936726529769,389.256590650653,0.0185307575141891,8.44802109349911,3.70170827360119,"Almont","2015-06-18",NA,NA,"Artemisia tridentata",NA,NA,NA,NA,"1899-12-31 11:24:00",NA,NA,NA,NA,NA,166,"RMBL_2015",0.946449578
"as1",NA,"Coolers:","Tblock","C",42.7,FALSE,NA,"00:55:09",100.5,21060206,1,0,6,1,41.122,35.505,42.73,400.258,396.625,34.1515,35.5944,33.092,34.49,500,1500,2013.7,76.26,-0.915,0.179,1,-0.22,2.74,1,0,0.16,111115,15,NA,NA,NA,NA,NA,1.42,8.42113428289696,25.596775530174,0.0125993197872008,308.655,314.272,240,-2.8308646742984,35.505,5.80826313314558,76.1639540144975,40.5695540144975,38.3135,6.77121779881722,0.29320715982836,2.714428944,4.05678885481722,2.84,0.326963603524465,0.186015137434501,237.538880282369,18.1147150103335,0.598900384577193,49.4060855346831,384.457518674037,0.0328944605455208,12.5993197872008,3.09383418914558,"Almont","2015-06-17",NA,NA,"Artemisia tridentata",NA,NA,NA,NA,"1899-12-31 10:30:00",NA,NA,NA,NA,NA,163,"RMBL_2015",0.593744243
"as2",NA,"Coolers:","Tblock","C",42,FALSE,NA,"00:30:50",70.5,21060206,1,0,6,1,40.857,37.329,42.036,399.618,397.678,34.1892,35.1073,33.562,34.462,499.96,1499.8,2032.5,76.18,0.963,0.256,1,-0.22,2.74,1,0,0.16,111115,15,NA,NA,NA,NA,NA,1.42,11.5194598920728,17.9888718401863,0.0109608216281618,310.479,314.007,239.968,-2.29517811064357,37.329,6.41898717176387,84.2607924883679,49.1534924883679,39.093,7.06188186600857,0.209682704946884,2.674474114,4.38740775200857,2.84,0.226398237210211,0.132457516179788,235.658467361622,17.9524620436084,0.592585856568296,42.5427593900106,389.126951766109,0.0196671105486284,10.9608216281618,3.74451305776387,"Almont","2015-06-17",NA,NA,"Artemisia tridentata",NA,NA,NA,NA,"1899-12-31 12:45:00",NA,NA,NA,NA,NA,164,"RMBL_2015",0.434013404
"abasa5",NA,"Coolers:","Tblock","C",44,FALSE,NA,"12:19:49",100.5,NA,NA,0,6,1,41.931,36.262,43.97,401.838,378.359,29.2145,37.8864,27.13,35.189,499.87,1500,288.9,76.29,-0.962,-0.0273,0.85,-0.22,2.74,1,0,0.16,111115,15,4031.75,NA,NA,NA,NA,1.42,0.833116666666667,16.7195725408072,0.00750920110921372,309.412,315.081,240,-0.195678788305179,36.262,6.05530355880337,79.3721793000835,41.4857793000835,39.0965,7.06321057763633,0.170394463869179,2.890353456,4.17285712163634,2.84,0.181270401990639,0.107423038968879,202.416852898089,15.4423817075952,0.534986288507025,47.8085879460991,370.411315869687,0.021579777591803,7.50920110921372,3.16495010280337,"Almont","2015-06-23",NA,NA,"Balsamorhiza sagittata",NA,NA,NA,NA,"1899-12-31 10:09:00",NA,NA,NA,NA,NA,162,"RMBL_2015",6
"062316-stm-vaoc4",NA,"Coolers:","Tblock","C",50,FALSE,NA,"10:24:35",160.5,NA,NA,0,6,1,46.445,36.22,49.845,400.597,377.659,12.774,28.2028,9.01,19.9,300.91,1700.5,5,73.243,-3.37,-0.582,1,-0.22,2.74,1,0,0.16,111115,15,4119.9,NA,NA,NA,NA,1.42,0.501516666666666,8.49673063906328,0.00796236121513049,309.37,319.595,272.08,0.676600371843412,36.22,6.04136177156493,82.4838113568961,54.2810113568961,41.3325,7.95796982734953,0.138569597509114,2.065657679,5.89231214834953,2.84,0.145677511155692,0.0872177319535732,251.51946339412,18.4220412673273,0.66599615446689,33.7355425506415,373.620061139882,0.00767201551756186,7.96236121513049,3.97570409256493,"CBT","2016-06-23",NA,NA,"Valerium","good",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"RMBL_2016",6
"pbvaoc3",NA,"Coolers:","Tblock","C",35,FALSE,NA,"11:53:03",100.5,NA,NA,0,6,1,32.914,35.083,35.01,400.862,380.928,20.0859,26.2993,27.333,35.786,499.88,1499.3,134.1,68.419,-0.0823,0.0904,1,-0.22,2.74,1,0,0.16,111115,15,2803.25,NA,NA,NA,NA,1.42,0.833133333333333,14.5825108435427,0.00531640884672649,308.233,306.064,239.888,-0.25289040149168,35.083,5.67438483115309,82.9358047953224,56.6365047953224,33.9985,5.34256306513842,0.0887420506641331,1.799371805,3.54319126013842,2.84,0.0916044357181926,0.0557140373920418,96.4145604128308,6.59658849512567,0.253104498635315,30.0222779530882,373.996172662401,0.0117060248235601,5.31640884672649,3.87501302615309,"Painter Boy","2015-07-02",NA,NA,"Valeriana occidentalis","at 30 °C, T_leaf = T_air (not transpiring)",NA,NA,NA,"1899-12-31 09:40:00",NA,NA,NA,NA,NA,296,"RMBL_2015",6
"as2",NA,"Coolers:","Tblock","C",47,FALSE,NA,"00:39:28",85.5,21060206,1,0,6,1,45.233,38.814,47.02,399.889,398.38,45.9576,46.5144,35.886,36.32,500,1501.6,365.5,76.18,0.984,0.0744,0.7,-0.22,2.74,1,0,0.16,111115,15,NA,NA,NA,NA,NA,1.42,11.5203815225946,14.7041643535765,0.00672747331503946,311.964,318.383,240.256,0.350669020093139,38.814,6.95662748664502,91.3182920273696,44.8038920273696,42.0235,8.25362497944989,0.139805659908597,3.543466992,4.71015798744989,2.84,0.147044677674166,0.0880013054414609,208.083767293065,15.8518213923857,0.522324458719618,49.8990539381188,391.390344409391,0.0187466639884649,6.72747331503946,3.41316049464502,"Almont","2015-06-17",NA,NA,"Artemisia tridentata",NA,NA,NA,NA,"1899-12-31 12:45:00",NA,NA,NA,NA,NA,164,"RMBL_2015",0.434013404
